w0 5.149189
w1 5.825009
w2 2.760336
w3 -3.328232
w4 5.379348
w5 5.126913
w6 -0.791709
w7 -3.664914
w8 0.163088
w9 0.185806
w10 0.022025
w11 0.104910
w12 0.184700
w13 0.193260
w14 0.186967
w15 0.167312
w16 0.174403
w17 0.188235
w18 0.174568
w19 0.009513
w20 0.089055
w21 0.017445
w22 0.195858
w23 0.097071
w24 0.184973
w25 0.180474
w26 0.189559
w27 0.148100
w28 0.069933
w29 0.057124
w30 0.152235
w31 0.081052
t0 2.464505
t1 2.703030
t2 2.212423
t3 0.388326
t4 3.296221
t5 3.209394
t6 1.598639
t7 0.302870
t8 1.911183
t9 1.911454
t10 1.907560
t11 1.915592
t12 1.910517
t13 1.899502
t14 1.906306
t15 1.911430
t16 1.894857
t17 1.900864
t18 1.914556
t19 1.910275
t20 1.920575
t21 1.906537
t22 1.914637
t23 1.914607
t24 1.904903
t25 1.896500
t26 1.902127
t27 1.905123
t28 1.909491
t29 1.907621
t30 1.898879
t31 1.914565
w00 -3.818762
w01 -4.831033
w02 2.382156
w03 -2.528258
w04 -4.963700
w05 -4.589729
w06 0.132144
w07 -1.914486
w08 0.380384
w09 0.344428
w010 0.374610
w011 0.405591
w012 0.425121
w013 0.438900
w014 0.366485
w015 0.442792
w016 0.393435
w017 0.402746
w018 0.383370
w019 0.361181
w020 0.328277
w021 0.422327
w022 0.412670
w023 0.397960
w024 0.455608
w025 0.449357
w026 0.402021
w027 0.371205
w028 0.380132
w029 0.387572
w030 0.423367
w031 0.390754
w10 -4.748105
w11 -5.692982
w12 2.201718
w13 -1.827760
w14 1.398582
w15 1.286059
w16 0.244358
w17 -0.759887
w18 0.469613
w19 0.423136
w110 0.389796
w111 0.469197
w112 0.451549
w113 0.432807
w114 0.436699
w115 0.456491
w116 0.422451
w117 0.454706
w118 0.403742
w119 0.477499
w120 0.400387
w121 0.415199
w122 0.461984
w123 0.413391
w124 0.494503
w125 0.467382
w126 0.421138
w127 0.424260
w128 0.455103
w129 0.479481
w130 0.464242
w131 0.437718
w20 -1.402170
w21 -1.785788
w22 0.036366
w23 -1.162286
w24 -2.086975
w25 -2.015437
w26 -0.438425
w27 -1.576073
w28 -0.318803
w29 -0.177455
w210 -0.281706
w211 -0.144346
w212 -0.180418
w213 -0.273295
w214 -0.212896
w215 -0.230386
w216 -0.220583
w217 -0.281541
w218 -0.172080
w219 -0.282051
w220 -0.219201
w221 -0.294004
w222 -0.218343
w223 -0.243965
w224 -0.227534
w225 -0.250106
w226 -0.323266
w227 -0.288748
w228 -0.192370
w229 -0.316250
w230 -0.326737
w231 -0.160322
w30 -1.631225
w31 -1.998661
w32 -0.023219
w33 -1.176269
w34 -2.050683
w35 -1.915342
w36 -0.362159
w37 -1.688894
w38 -0.224279
w39 -0.264188
w310 -0.125293
w311 -0.256412
w312 -0.227818
w313 -0.199501
w314 -0.242768
w315 -0.286118
w316 -0.312272
w317 -0.283197
w318 -0.238017
w319 -0.277809
w320 -0.125808
w321 -0.183481
w322 -0.221609
w323 -0.162285
w324 -0.143828
w325 -0.285752
w326 -0.277464
w327 -0.181719
w328 -0.195085
w329 -0.234844
w330 -0.255330
w331 -0.197373
w40 -1.756524
w41 -2.199763
w42 0.132325
w43 -1.406323
w44 -2.245882
w45 -1.871010
w46 -0.353791
w47 -1.711539
w48 -0.110939
w49 -0.123568
w410 -0.264356
w411 -0.198446
w412 -0.157052
w413 -0.312314
w414 -0.262843
w415 -0.137325
w416 -0.297301
w417 -0.289308
w418 -0.161591
w419 -0.131498
w420 -0.148495
w421 -0.278031
w422 -0.185911
w423 -0.251354
w424 -0.292986
w425 -0.270271
w426 -0.130044
w427 -0.279087
w428 -0.276053
w429 -0.168352
w430 -0.218035
w431 -0.148895
t0 -0.983421
t1 -1.567228
t2 1.142200
t3 1.104441
t4 1.100314
w00 -7.265307
w01 -0.915166
w02 -2.182598
w03 -2.447678
w04 -2.688590
w10 -1.440917
w11 3.412398
w12 -0.435415
w13 -0.400396
w14 -0.347677
t0 0.124652
t1 4.238090
