w0 9.334841
w1 9.334841
w2 -6.115532
w3 -6.105013
w4 8.825421
w5 8.825421
w6 -6.112301
w7 -6.108178
w8 -5.039013
w9 -5.039013
w10 0.000000
w11 0.000000
w12 0.000000
w13 0.000000
w14 0.000000
w15 0.000000
w16 0.000000
w17 0.000000
w18 0.000000
w19 0.000000
w20 0.000000
w21 0.000000
w22 0.000000
w23 0.000000
w24 0.000000
w25 0.000000
w26 0.000000
w27 0.000000
w28 0.000000
w29 0.000000
w30 0.000000
w31 0.000000
t0 6.290616
t1 6.290616
t2 3.803504
t3 3.790255
t4 5.417375
t5 5.417375
t6 3.799624
t7 3.794424
t8 0.883202
t9 0.883202
t10 4.252412
t11 4.252412
t12 4.252412
t13 4.252412
t14 4.252412
t15 4.252412
t16 4.252412
t17 4.252412
t18 4.252412
t19 4.252412
t20 4.252412
t21 4.252412
t22 4.252412
t23 4.252412
t24 4.252412
t25 4.252412
t26 4.252412
t27 4.252412
t28 4.252412
t29 4.252412
t30 4.252412
t31 4.252412
w00 -4.443051
w01 -4.443051
w02 -1.974575
w03 -1.923117
w04 -3.730501
w05 -3.730501
w06 -1.959178
w07 -1.938989
w08 4.246054
w09 4.246054
w010 -0.105112
w011 -0.105112
w012 -0.105112
w013 -0.105112
w014 -0.105112
w015 -0.105112
w016 -0.105112
w017 -0.105112
w018 -0.105112
w019 -0.105112
w020 -0.105112
w021 -0.105112
w022 -0.105112
w023 -0.105112
w024 -0.105112
w025 -0.105112
w026 -0.105112
w027 -0.105112
w028 -0.105112
w029 -0.105112
w030 -0.105112
w031 -0.105112
w10 -4.443051
w11 -4.443051
w12 -1.974575
w13 -1.923117
w14 -3.730501
w15 -3.730501
w16 -1.959178
w17 -1.938989
w18 4.246054
w19 4.246054
w110 -0.105112
w111 -0.105112
w112 -0.105112
w113 -0.105112
w114 -0.105112
w115 -0.105112
w116 -0.105112
w117 -0.105112
w118 -0.105112
w119 -0.105112
w120 -0.105112
w121 -0.105112
w122 -0.105112
w123 -0.105112
w124 -0.105112
w125 -0.105112
w126 -0.105112
w127 -0.105112
w128 -0.105112
w129 -0.105112
w130 -0.105112
w131 -0.105112
w20 -4.343785
w21 -4.343785
w22 -1.687936
w23 -1.645817
w24 -3.629354
w25 -3.629354
w26 -1.675390
w27 -1.658863
w28 3.365372
w29 3.365372
w210 -0.096640
w211 -0.096640
w212 -0.096640
w213 -0.096640
w214 -0.096640
w215 -0.096640
w216 -0.096640
w217 -0.096640
w218 -0.096640
w219 -0.096640
w220 -0.096640
w221 -0.096640
w222 -0.096640
w223 -0.096640
w224 -0.096640
w225 -0.096640
w226 -0.096640
w227 -0.096640
w228 -0.096640
w229 -0.096640
w230 -0.096640
w231 -0.096640
w30 -3.861347
w31 -3.861347
w32 1.057153
w33 1.000886
w34 -2.989604
w35 -2.989604
w36 1.040420
w37 1.018341
w38 -1.387922
w39 -1.387922
w310 -0.078961
w311 -0.078961
w312 -0.078961
w313 -0.078961
w314 -0.078961
w315 -0.078961
w316 -0.078961
w317 -0.078961
w318 -0.078961
w319 -0.078961
w320 -0.078961
w321 -0.078961
w322 -0.078961
w323 -0.078961
w324 -0.078961
w325 -0.078961
w326 -0.078961
w327 -0.078961
w328 -0.078961
w329 -0.078961
w330 -0.078961
w331 -0.078961
w40 -3.888517
w41 -3.888517
w42 0.357742
w43 0.328401
w44 -3.024041
w45 -3.024041
w46 0.348909
w47 0.337399
w48 -1.178138
w49 -1.178138
w410 -0.071933
w411 -0.071933
w412 -0.071933
w413 -0.071933
w414 -0.071933
w415 -0.071933
w416 -0.071933
w417 -0.071933
w418 -0.071933
w419 -0.071933
w420 -0.071933
w421 -0.071933
w422 -0.071933
w423 -0.071933
w424 -0.071933
w425 -0.071933
w426 -0.071933
w427 -0.071933
w428 -0.071933
w429 -0.071933
w430 -0.071933
w431 -0.071933
w50 -4.212583
w51 -4.212583
w52 -1.393555
w53 -1.360448
w54 -3.482773
w55 -3.482773
w56 -1.383768
w57 -1.370775
w58 1.872734
w59 1.872734
w510 -0.087773
w511 -0.087773
w512 -0.087773
w513 -0.087773
w514 -0.087773
w515 -0.087773
