w0 0.094196
w1 0.115461
w2 0.017032
w3 0.122728
w4 0.087794
w5 0.126767
w6 0.065037
w7 0.007810
w8 0.106873
w9 0.186532
w10 0.030393
w11 0.027665
w12 0.167196
w13 0.172225
w14 0.014890
w15 0.060680
w16 0.195023
w17 0.001822
w18 0.121980
w19 0.043474
w20 0.089599
w21 0.201407
w22 0.181521
w23 0.102747
w24 0.111634
w25 0.200070
w26 0.200870
w27 0.012400
w28 0.196555
w29 0.149513
w30 0.140608
w31 0.175570
t0 0.061533
t1 0.027858
t2 0.048618
t3 0.038597
t4 0.055455
t5 0.021173
t6 0.059605
t7 0.073163
t8 0.077490
t9 0.101868
t10 0.051932
t11 0.036674
t12 0.055058
t13 0.068556
t14 0.007952
t15 0.077874
t16 0.002371
t17 0.015539
t18 0.014759
t19 0.008638
t20 0.009267
t21 0.043017
t22 0.009397
t23 0.012648
t24 0.041941
t25 0.068491
t26 0.033748
t27 0.069127
t28 0.058274
t29 0.061431
t30 0.013084
t31 0.091700
w00 0.192098
w01 0.161952
w02 0.067872
w03 0.056353
w04 0.014634
w05 0.142132
w06 0.130952
w07 0.014344
w08 0.024434
w09 0.085473
w010 0.111970
w011 0.053162
w012 0.118863
w013 0.099512
w014 0.187543
w015 0.043893
w016 0.182115
w017 0.139730
w018 0.167745
w019 0.027535
w020 0.177497
w021 0.157049
w022 0.177704
w023 0.195186
w024 0.132377
w025 0.167868
w026 0.172568
w027 0.168258
w028 0.022010
w029 0.027675
w030 0.141736
w031 0.010559
w10 0.187493
w11 0.157016
w12 0.101358
w13 0.188934
w14 0.025783
w15 0.132309
w16 0.112159
w17 0.121287
w18 0.008875
w19 0.022525
w110 0.189491
w111 0.053725
w112 0.098020
w113 0.154796
w114 0.013738
w115 0.055001
w116 0.058178
w117 0.023417
w118 0.036459
w119 0.069526
w120 0.058644
w121 0.011362
w122 0.138065
w123 0.069043
w124 0.045980
w125 0.195599
w126 0.036722
w127 0.151214
w128 0.070869
w129 0.092315
w130 0.078230
w131 0.094369
w20 0.097811
w21 0.139558
w22 0.173674
w23 0.141733
w24 0.080205
w25 0.074971
w26 0.144006
w27 0.024180
w28 0.081604
w29 0.040331
w210 0.197779
w211 0.045046
w212 0.181994
w213 0.120296
w214 0.001826
w215 0.136733
w216 0.086148
w217 0.197155
w218 0.021446
w219 0.069249
w220 0.086261
w221 0.086309
w222 0.036197
w223 0.127452
w224 0.157843
w225 0.072778
w226 0.055321
w227 0.190080
w228 0.045476
w229 0.079776
w230 0.137603
w231 0.094542
w30 -0.004871
w31 0.118315
w32 0.062929
w33 0.077500
w34 0.015489
w35 0.177327
w36 0.098869
w37 0.009036
w38 0.068817
w39 0.183667
w310 0.065193
w311 0.117723
w312 0.039809
w313 0.015644
w314 0.019005
w315 0.046051
w316 0.061700
w317 -0.001541
w318 0.114834
w319 0.046224
w320 0.130189
w321 0.184336
w322 0.182856
w323 0.169544
w324 0.167583
w325 0.082711
w326 0.162860
w327 0.090495
w328 0.169646
w329 0.146852
w330 0.071099
w331 0.129183
w40 0.021244
w41 0.085276
w42 0.125884
w43 0.018908
w44 0.054805
w45 0.023345
w46 0.122308
w47 0.011177
w48 0.091552
w49 0.006173
w410 0.108740
w411 0.021863
w412 0.036839
w413 0.172851
w414 0.190571
w415 0.055987
w416 0.014119
w417 0.044714
w418 0.033395
w419 0.133650
w420 0.011853
w421 0.006173
w422 0.139248
w423 0.085572
w424 0.029296
w425 0.090237
w426 0.014356
w427 0.075572
w428 0.028212
w429 0.150156
w430 0.180895
w431 0.188495
t0 0.036243
t1 0.035836
t2 0.032027
t3 0.063845
t4 0.101069
w00 -0.279339
w01 -0.167320
w02 -0.156913
w03 -0.141489
w04 -0.066682
w10 -0.264433
w11 -0.273131
w12 -0.295744
w13 -0.131569
w14 -0.219760
t0 0.385757
t1 0.430178
